area_type,availability,location,size,bhk,total_sqft,bath,balcony,price,
Built-up  Area,Ready To Move,Chandapura,3 BHK,3,"1,208.51",3,2,42,
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,2,"1,133.00",2,2,38.41,
Super built-up  Area,Ready To Move,Shettigere,3 BHK,3,"1,760.00",2,1,116,
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,3,"1,075.00",2,1,52,
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,2,940.00,2,1,25.38,
Super built-up  Area,Ready To Move,Badavala Nagar,2 BHK,2,"1,145.00",2,2,57,
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,2,"1,302.50",2,0,67.73,
Built-up  Area,Ready To Move,Rahat Bagh,4 Bedroom,4,"3,900.00",5,1,550,
Super built-up  Area,Ready To Move,Omarbagh Layout,4 BHK,4,"3,317.50",5,0,268.5,
Built-up  Area,Ready To Move,Dasarahalli,2 BHK,2,"1,300.00",2,2,50,
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,3,"2,475.00",4,3,326,
Super built-up  Area,Ready To Move,6th Phase JP Nagar,3 BHK,3,"2,040.00",3,0,200,
Built-up  Area,Ready To Move,Hosakerehalli,1 Bedroom,1,"1,200.00",1,0,150,
Plot  Area,Ready To Move,Jigani,4 Bedroom,4,"2,420.00",4,1,190,
Built-up  Area,Ready To Move,Thubarahalli,2 BHK,2,"1,216.00",2,1,80,
Super built-up  Area,Ready To Move,Tumkur Road,3 BHK,3,"1,459.00",2,1,110,
Super built-up  Area,Ready To Move,Jakkur,3 BHK,3,"1,622.00",2,0,80,
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,3,"1,843.00",3,2,85,
Super built-up  Area,20-Jan,Badavala Nagar,2 BHK,2,"1,274.00",2,1,81,
Plot  Area,Ready To Move,Chikkasandra,2 Bedroom,2,600.00,1,1,52,
Super built-up  Area,Ready To Move,Malleshpalya,3 BHK,3,"1,430.00",2,1,69.5,
Plot  Area,Ready To Move,Kammanahalli,4 Bedroom,4,"1,800.00",2,0,280,
Super built-up  Area,Ready To Move,Begur Road,3 BHK,3,"1,565.00",2,2,57.91,
Super built-up  Area,Ready To Move,Devarabeesana Halli,3 BHK,3,"1,670.00",3,2,160,
Super built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,3,"1,695.00",3,2,150,
Super built-up  Area,Ready To Move,Akshayanagara West,2 BHK,2,"1,410.00",2,2,75,
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,2,"1,060.00",2,3,42,
Built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,2,"1,120.00",2,2,50,
Plot  Area,Ready To Move,Hosa Road,2 Bedroom,2,880.00,2,0,50,
Super built-up  Area,19-Dec,Jalahalli,2 BHK,2,"1,083.00",2,1,32.49,
Super built-up  Area,Ready To Move,Dodda Nekkundi,3 BHK,3,"1,435.00",3,3,57.2,
Super built-up  Area,Ready To Move,Doddakallasandra,3 BHK,3,"1,425.00",2,2,56.99,
Super built-up  Area,Ready To Move,Arekere,2 BHK,2,900.00,2,3,50,
Built-up  Area,18-Feb,Escorts Colony,5 BHK,5,"2,400.00",5,2,93,
Built-up  Area,21-Dec,Thanisandra,1 BHK,1,693.00,1,1,34.3,
Plot  Area,Ready To Move,Kengeri,3 Bedroom,3,600.00,3,1,90,
Super built-up  Area,20-Dec,Electronic City,4 BHK,4,"2,435.00",4,3,119,
Super built-up  Area,18-Aug,Iblur Village,3 BHK,3,"1,920.00",3,2,150,
Super built-up  Area,18-Mar,Electronic City,1 BHK,1,630.00,1,1,47,
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,3,"1,075.00",2,1,50,
Plot  Area,Ready To Move,Hulimavu,5 Bedroom,5,"1,200.00",5,0,101,
Super built-up  Area,Ready To Move,Nagavarapalya,1 BHK,1,705.00,1,1,55,
Super built-up  Area,18-Dec,Srinivasa Nagar,3 BHK,3,"1,200.00",2,2,75.6,
Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,2,"1,532.00",2,2,62,
Super built-up  Area,Ready To Move,Rajiv Nagar,2 BHK,2,"1,330.00",2,1,93,
Plot  Area,Ready To Move,3rd Block Hrbr Layout,4 Bedroom,4,"1,200.00",3,1,210,
Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,3,"1,530.00",2,2,60,
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,2,"1,105.00",2,2,42,
Plot  Area,Ready To Move,1st Phase JP Nagar,2 Bedroom,2,"1,566.00",2,0,180,
Super built-up  Area,18-Jul,Harlur,3 BHK,3,"1,630.00",3,1,95.1,
Built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,2,"1,256.00",2,1,62.8,
Built-up  Area,Ready To Move,Banashankari,6 BHK,6,"1,200.00",6,2,180,
Built-up  Area,Ready To Move,Brookefield,3 BHK,3,"1,595.00",2,3,75,
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,2,"1,000.00",2,2,53,
Super built-up  Area,Ready To Move,Poorna Pragna Layout,3 BHK,3,"1,475.00",2,2,58.99,
Plot  Area,18-May,"asha township, off hennur road",5 Bedroom,5,"2,400.00",5,3,285,
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,2,"1,000.00",2,1,28.88,
Plot  Area,Ready To Move,1A Block Koramangala,4 Bedroom,4,"2,360.00",4,1,650,
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,3,"1,737.00",2,3,95,
Super built-up  Area,18-Aug,Electronic City Phase II,2 BHK,2,"1,000.00",2,1,28.88,
Super built-up  Area,Ready To Move,Near International Airport,4 BHK,4,"2,100.00",4,2,150,
Built-up  Area,Ready To Move,Hosakerehalli,8 Bedroom,8,"3,600.00",6,1,145,
Built-up  Area,Ready To Move,Mysore Road,2 BHK,2,883.00,2,1,50,
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,2,"1,243.00",2,2,46,
Super built-up  Area,Ready To Move,BTM Layout,3 BHK,3,"1,776.00",2,3,75,
Super built-up  Area,19-Dec,Anjanapura,3 BHK,3,"1,347.00",2,1,37.72,
Super built-up  Area,Ready To Move,Whitefield,3 BHK,3,"1,330.00",2,2,55,
Plot  Area,Ready To Move,Sector 1 HSR Layout,2 Bedroom,2,600.00,2,1,120,
Built-up  Area,Ready To Move,Rajaji Nagar,4 BHK,4,"3,730.00",4,3,370,
Super built-up  Area,Ready To Move,Harlur,3 BHK,3,"1,459.00",3,2,135,
Super built-up  Area,19-Dec,Thanisandra,4 BHK,4,"2,259.00",5,2,135,
Built-up  Area,Ready To Move,JP Nagar,7 Bedroom,7,"2,700.00",4,1,160,
Super built-up  Area,Ready To Move,Gubbalala,2 BHK,2,"1,008.00",2,2,32.25,
Super built-up  Area,Ready To Move,NTI Layout,2 BHK,2,"1,200.00",2,2,52.5,
Super built-up  Area,18-May,Vasanth nagar,4 BHK,4,"2,328.00",4,1,528,
Plot  Area,Ready To Move,BTM 1st Stage,7 Bedroom,7,600.00,7,3,110,
Super built-up  Area,Ready To Move,Electronic City,2 BHK,2,660.00,1,1,15.5,
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,3,"1,800.00",2,2,250,
Super built-up  Area,Ready To Move,Rajaji Nagar,4 BHK,4,"3,100.00",4,3,550,
Super built-up  Area,19-Aug,Yelahanka,2 BHK,2,"1,405.00",2,0,50.58,
Super built-up  Area,18-May,Yelahanka,1 BHK,1,602.00,1,1,26,
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,3,"1,710.00",3,2,100,
Super built-up  Area,Ready To Move,JP Nagar,3 BHK,3,"1,500.00",2,3,82,
Built-up  Area,Ready To Move,Glass Factory Layout,3 BHK,3,"1,539.00",3,2,60,
Plot  Area,Ready To Move,Fraser town,6 Bedroom,6,806.00,3,1,128,
Super built-up  Area,20-Dec,Judicial Layout,3 BHK,3,"1,100.00",2,1,53,
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,2,"1,151.00",2,1,49,
Super built-up  Area,Ready To Move,Dasappa Layout,2 BHK,2,920.00,2,1,46,
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,3,"1,350.00",3,3,78.3,
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,2,"1,200.00",2,2,65,
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,2,"1,265.00",2,1,78,
Plot  Area,Ready To Move,Chelekare,8 Bedroom,8,600.00,6,2,60,
Super built-up  Area,18-Apr,Sarjapur  Road,3 BHK,3,"1,700.00",3,2,93.5,
Built-up  Area,Ready To Move,Ramamurthy Nagar,3 Bedroom,3,"1,600.00",3,0,75,
Built-up  Area,Ready To Move,4th T block Jayanagar,4 Bedroom,4,"1,550.00",4,1,120,
Built-up  Area,Ready To Move,R.T. Nagar,3 BHK,3,"1,560.00",3,3,125,
Plot  Area,18-Jan,Horamavu Agara,6 Bedroom,6,"1,000.00",5,3,98,
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,2,"1,243.00",2,2,46,
Plot  Area,Ready To Move,Raja Rajeshwari Nagar,4 Bedroom,4,"1,200.00",4,1,160,
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,3,"1,403.00",3,1,56,
Super built-up  Area,Ready To Move,Doddakallasandra,2 BHK,2,"1,010.00",2,1,40.39,
Super built-up  Area,Ready To Move,Tumkur Road,3 BHK,3,"1,416.00",3,1,94,
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,2,"1,628.00",2,2,68,
Plot  Area,Ready To Move,Chamrajpet,4 Bedroom,4,"1,660.40",4,2,211,
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,3,"1,680.00",3,2,125,
Super built-up  Area,Ready To Move,Doddathoguru,3 BHK,3,"1,595.00",3,3,62,
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,3,"1,507.00",2,3,95,
Super built-up  Area,Ready To Move,Frazer Town,3 BHK,3,"2,560.00",3,0,288,
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,3,"1,949.00",3,1,133,
Plot  Area,Ready To Move,BTM 2nd Stage,2 Bedroom,2,800.00,2,1,175,
Built-up  Area,18-Dec,Electronic City Phase II,2 BHK,2,"1,000.00",2,1,28.88,
Super built-up  Area,20-Jun,Sonam Layout,2 BHK,2,905.00,2,1,50,
Super built-up  Area,Ready To Move,Hosakerehalli,3 BHK,3,"2,480.00",3,2,245,
Super built-up  Area,Ready To Move,CR Layout,3 BHK,3,"1,495.00",3,0,200,
Super built-up  Area,Ready To Move,Kaikondrahalli,3 BHK,3,"1,605.00",3,3,105,
Built-up  Area,Ready To Move,Bommanahalli,2 BHK,2,"1,290.00",2,1,73,
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,2,"1,100.00",2,1,60,
Super built-up  Area,Ready To Move,Vishveshwarya Layout,6 BHK,6,"2,100.00",6,0,92,
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,2,995.00,2,1,49.8,
Plot  Area,Ready To Move,Banashankari Stage II,2 Bedroom,2,500.00,2,1,55,
Super built-up  Area,Ready To Move,Rajaji Nagar,4 BHK,4,"3,526.00",4,3,598,
Super built-up  Area,Ready To Move,Gottigere,3 BHK,3,"1,425.00",2,2,47,
Super built-up  Area,Ready To Move,BTM 4th Stage,3 BHK,3,"1,455.00",2,2,55,
Super built-up  Area,Ready To Move,Jalahalli West,1 BHK,1,550.00,1,1,23,
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,3,"1,385.00",2,2,48.48,
Plot  Area,Ready To Move,Vishveshwarya Layout,4 Bedroom,4,"7,000.00",4,0,210,
Super built-up  Area,Ready To Move,Srinivasa Nagar,5 BHK,5,"4,000.00",3,0,130,
Super built-up  Area,18-May,Gollahalli,2 BHK,2,"1,060.00",2,1,53,
Super built-up  Area,Ready To Move,AGS Layout,3 BHK,3,"1,080.00",2,2,75,
Built-up  Area,Ready To Move,HBR Layout,3 BHK,3,"1,783.00",3,2,125,
Super built-up  Area,18-Mar,Haralur Road,3 BHK,3,"1,520.00",2,2,90,
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,2,"1,060.00",2,1,55,
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,2,"1,267.00",2,1,54.35,
Super built-up  Area,Ready To Move,Whitefield,2 BHK,2,"1,155.00",2,2,55,
Built-up  Area,Ready To Move,Karuna Nagar,3 Bedroom,3,"2,500.00",3,2,180,
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,2,"1,240.00",2,1,65,
Super built-up  Area,Ready To Move,Gollahalli,3 BHK,3,"1,570.00",3,2,78,
Super built-up  Area,Ready To Move,NGR Layout,2 BHK,2,"1,019.00",2,1,45.9,
Super built-up  Area,Ready To Move,Whitefield,2 BHK,2,"1,355.00",3,3,76,
Super built-up  Area,Ready To Move,Arekempanahalli,3 BHK,3,"1,537.00",3,2,110,
Super built-up  Area,Ready To Move,Whitefield,4 BHK,4,"4,075.00",5,3,226,
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,3,"1,550.00",3,3,52.45,
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,2,"1,100.00",2,1,50,
Super built-up  Area,Ready To Move,Devarabeesana Halli,3 BHK,3,"1,750.00",3,2,150,
Super built-up  Area,18-Mar,9th Phase JP Nagar,2 BHK,2,"1,466.00",2,2,71,
Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,3,"1,550.00",3,2,72.5,
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,3,"2,300.00",4,3,102,
Super built-up  Area,19-Aug,Kengeri,1 BHK,1,540.00,1,1,22.5,
Plot  Area,Ready To Move,8th Phase JP Nagar,3 Bedroom,3,950.00,3,2,130,
Built-up  Area,Ready To Move,Chamundi Nagar,7 Bedroom,7,"2,800.00",7,1,250,
Super built-up  Area,Ready To Move,Silk Board,2 BHK,2,"1,020.00",2,3,48,
Super built-up  Area,Ready To Move,Cunningham Road,3 BHK,3,"2,880.00",3,2,501,
Super built-up  Area,Ready To Move,Hebbal,3 BHK,3,"1,987.00",4,2,165,
Super built-up  Area,Ready To Move,Hoodi,2 BHK,2,"1,305.00",2,1,75,
Built-up  Area,Ready To Move,Sarjapur,4 Bedroom,4,"2,100.00",3,1,125,
Built-up  Area,18-Dec,Electronic City,2 BHK,2,"1,125.00",2,1,32.5,
Super built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,2,"1,225.00",2,2,49.5,
Super built-up  Area,Ready To Move,Hennur,2 BHK,2,"1,255.00",2,1,55.5,
Super built-up  Area,Ready To Move,MRCR Layout,2 BHK,2,"1,191.00",2,1,90,
Plot  Area,Ready To Move,Uttarahalli,6 Bedroom,6,"3,600.00",6,2,303,
Built-up  Area,18-Dec,Electronic City,2 BHK,2,"1,165.00",2,1,33.64,
Super built-up  Area,18-Apr,Kacharakanahalli,2 BHK,2,865.00,2,1,35.11,
Super built-up  Area,Ready To Move,Nagarbhavi,3 BHK,3,"1,850.00",2,2,88,
Super built-up  Area,Ready To Move,Marsur,2 BHK,2,497.00,1,1,17,
Super built-up  Area,19-Mar,Hennur Road,2 BHK,2,"1,232.00",2,2,89,
Super built-up  Area,21-Nov,Thanisandra,3 BHK,3,"1,732.00",3,3,85.73,
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,3,"1,614.00",2,1,100,
Built-up  Area,Ready To Move,Magadi Road,2 BHK,2,600.00,1,1,22,
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,3,"2,072.00",4,2,155,
Super built-up  Area,Ready To Move,Electronic City,2 BHK,2,919.00,2,2,34,
Built-up  Area,Ready To Move,Shettihalli,4 Bedroom,4,"2,100.00",4,1,90,
Built-up  Area,Ready To Move,Shampura,4 BHK,4,672.00,3,1,54,
Built-up  Area,Ready To Move,J C Nagar,8 BHK,8,800.00,6,3,110,
Plot  Area,Ready To Move,Marsur,3 Bedroom,3,"1,200.00",3,1,150,
Super built-up  Area,Ready To Move,OLd Gurappanapalya,4 BHK,4,"2,849.00",5,0,250,
Built-up  Area,Ready To Move,Doctors Layout,2 BHK,2,"1,000.00",2,2,42,
Super built-up  Area,Ready To Move,Whitefield,2 BHK,2,"1,216.00",2,1,75,
Super built-up  Area,Ready To Move,Lingadheeranahalli,4 BHK,4,"2,245.00",4,2,154,
Super built-up  Area,18-Feb,Bannerghatta Road,3 BHK,3,"1,476.00",3,1,125,
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,3,"1,852.00",3,2,130,
Super built-up  Area,18-Aug,Udaya Nagar,2 BHK,2,"1,225.00",2,2,47,
Super built-up  Area,Ready To Move,Panathur,3 BHK,3,"1,597.00",3,1,67.12,
Super built-up  Area,19-Dec,Jakkur,3 BHK,3,"2,423.00",4,3,160,
Super built-up  Area,19-Mar,Marathahalli,2 BHK,2,"1,152.00",2,1,90,
Super built-up  Area,Ready To Move,Harlur,3 BHK,3,"1,762.00",3,2,133,
Plot  Area,Ready To Move,Kammasandra,3 Bedroom,3,"1,400.00",3,2,92,
Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,3,"1,530.00",2,2,74.4,
Plot  Area,Ready To Move,New Thippasandra,6 Bedroom,6,"2,400.00",6,3,400,
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,2,"1,185.00",2,2,40.17,
Super built-up  Area,18-May,Yelahanka,3 BHK,3,"1,890.00",3,2,108,
Super built-up  Area,Ready To Move,Varthur Road,3 BHK,3,"1,247.00",2,2,58,
Plot  Area,Ready To Move,1st Block Jayanagar,8 Bedroom,8,700.00,4,0,104,
Plot  Area,Ready To Move,HRBR Layout,6 Bedroom,6,"1,000.00",6,3,275,
Super built-up  Area,Ready To Move,Bellandur,2 BHK,2,"1,201.00",2,2,59.99,
Built-up  Area,18-Feb,Gunjur Palya,2 BHK,2,830.00,2,2,40,
Built-up  Area,18-Jul,Electronic City Phase II,2 BHK,2,"1,165.00",2,1,30.29,
Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,2,"1,100.00",1,2,55,
Built-up  Area,Ready To Move,9th Phase JP Nagar,3 BHK,3,"1,890.00",2,0,93,
Super built-up  Area,Ready To Move,Maithri Layout,3 BHK,3,"1,685.00",3,2,60,
Super built-up  Area,Ready To Move,Sarakki Nagar,4 BHK,4,"3,131.00",4,3,349,
Super built-up  Area,Ready To Move,Battarahalli,2 BHK,2,"1,165.00",2,1,43,
Super built-up  Area,Ready To Move,Kachanayakanahalli,2 BHK,2,827.00,2,1,45,
Plot  Area,Ready To Move,Gangondanahalli,3 Bedroom,3,396.00,2,0,48,
Plot  Area,Ready To Move,Uttarahalli,4 Bedroom,4,"1,200.00",4,3,179,
Built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,1,635.00,1,0,26,
Built-up  Area,Ready To Move,Whitefield,4 Bedroom,4,"4,000.00",4,3,380,
Super built-up  Area,Ready To Move,Vishwanatha Nagenahalli,2 BHK,2,"1,050.00",2,1,50,
Built-up  Area,Ready To Move,D Group Employees Layout,5 Bedroom,5,600.00,4,3,76,
Super built-up  Area,22-May,Jakkur,3 BHK,3,"1,819.18",3,2,168,
Plot  Area,Ready To Move,Kanakapura,3 Bedroom,3,"1,500.00",3,3,125,
Super built-up  Area,Ready To Move,Yelenahalli,3 BHK,3,"1,500.00",2,2,57,
Super built-up  Area,Ready To Move,Benson Town,3 BHK,3,"2,850.00",4,3,470,
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,3,"1,751.00",3,3,72,
Super built-up  Area,18-Jan,Vasanth nagar,4 BHK,4,"4,750.00",6,1,1102,
Super built-up  Area,18-Jun,Bommasandra,2 BHK,2,"1,020.00",2,1,40.89,
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,2,"1,148.00",2,1,43.5,
Super built-up  Area,18-Aug,Talaghattapura,3 BHK,3,"1,856.00",3,2,135,
Plot  Area,Ready To Move,Basavangudi,6 Bedroom,6,"1,754.00",6,2,650,
Plot  Area,Ready To Move,2nd Block Hrbr Layout,3 Bedroom,3,"4,273.00",3,0,1100,
Super built-up  Area,Ready To Move,B Narayanapura,2 BHK,2,"1,060.00",2,1,49.27,
Built-up  Area,Ready To Move,Haralur Road,2 BHK,2,"1,300.00",2,2,60,
Built-up  Area,Ready To Move,Hormavu,4 Bedroom,4,"3,000.00",4,0,100,
Super built-up  Area,Ready To Move,Bellandur,2 BHK,2,"1,325.00",2,2,65,
Super built-up  Area,Ready To Move,Sai Gardens,2 BHK,2,"1,261.00",2,2,61,
Super built-up  Area,Ready To Move,Manayata Tech Park,2 BHK,2,"1,100.00",2,2,46,
Built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,2,700.00,2,1,33,
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,3,"1,675.00",2,2,135,
Plot  Area,Ready To Move,Ullal Road,4 Bedroom,4,"3,400.00",4,2,190,
Super built-up  Area,18-Aug,Kodihalli,4 BHK,4,"3,260.00",5,3,388,
Super built-up  Area,Ready To Move,Doddakammanahalli,2 BHK,2,"1,180.00",2,2,56,
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,2,"1,160.00",2,2,45,
Super built-up  Area,Ready To Move,Kasavanhalli,4 BHK,4,"1,863.00",3,2,105,
Super built-up  Area,Ready To Move,Sahakara Nagar,3 BHK,3,"1,914.00",3,2,149,
Super built-up  Area,Ready To Move,BTM Layout,3 BHK,3,"1,458.00",3,2,79,
Plot  Area,Ready To Move,Thirumenahalli,5 Bedroom,5,"1,200.00",4,2,115,
Built-up  Area,Ready To Move,Babusapalaya,2 BHK,2,"1,105.00",2,1,40,
Super built-up  Area,Ready To Move,Hulimavu,3 BHK,3,"3,035.00",5,3,220,
Plot  Area,Ready To Move,Bannerghatta Road,6 Bedroom,6,"1,200.00",6,3,160,
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,3,"1,662.00",3,0,90,
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,3,"1,556.00",3,2,86,
Super built-up  Area,Ready To Move,Jigani,2 BHK,2,918.00,2,2,50,
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,3,"1,455.00",2,1,98,
Super built-up  Area,Ready To Move,Jakkasandra Extension,2 BHK,2,"1,205.00",2,1,70,
Super built-up  Area,Ready To Move,BEML Layout,2 BHK,2,"1,194.00",2,1,65,
Plot  Area,Ready To Move,Laggere,2 Bedroom,2,"1,200.00",2,0,75,
Built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,3,"1,100.00",2,2,52,
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,3,"1,405.00",3,2,48.87,
Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,2,929.00,2,1,56,
Built-up  Area,Ready To Move,Frazer Town,4 BHK,4,"3,436.00",5,0,341,
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,2,"1,035.00",2,1,39.33,
Super built-up  Area,Ready To Move,8th Phase JP Nagar,4 BHK,4,"2,100.00",4,3,92,
Super built-up  Area,17-Jul,Channasandra,2 BHK,2,"1,065.00",2,1,40.47,
Super built-up  Area,22-Dec,Bannerghatta Road,3 BHK,3,"1,532.50",3,0,84.29,
Plot  Area,Ready To Move,Kengeri,6 Bedroom,6,"1,500.00",6,3,150,
Plot  Area,Ready To Move,Hullahalli,5 Bedroom,5,"1,200.00",5,2,99,
Super built-up  Area,18-Apr,Hormavu,2 BHK,2,"1,093.00",2,1,32.78,
Built-up  Area,Ready To Move,Anandapura,2 BHK,2,"1,250.00",2,2,45,
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,3,"1,680.00",3,3,105,
Super built-up  Area,Ready To Move,Nagarbhavi,2 BHK,2,"1,146.00",2,1,50,
Super built-up  Area,18-Apr,Jagajyothi layout,2 BHK,2,"1,250.00",2,3,58,
Super built-up  Area,17-Oct,Ramagondanahalli,3 BHK,3,"1,451.00",3,1,60.44,
Super built-up  Area,Ready To Move,Nobo Nagar,3 BHK,3,"1,424.00",2,3,55,
Super built-up  Area,Ready To Move,Gottigere,3 BHK,3,"1,435.00",2,3,62,
Super built-up  Area,18-Apr,Devanahalli,1 BHK,1,658.00,1,0,26.91,
Super built-up  Area,18-Jan,Bommanahalli,3 BHK,3,"1,300.00",3,2,45,
Super built-up  Area,Ready To Move,Whitefield,2 BHK,2,"1,242.00",2,2,65,
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,3,"1,910.00",3,3,119,
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,3,"1,610.00",4,2,85,
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,2,"1,127.00",2,1,65,
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,3,"1,075.00",2,1,42,
Super built-up  Area,Ready To Move,Mysore Road,2 BHK,2,"1,155.00",2,1,51,
Plot  Area,Ready To Move,Lakkasandra Extension,5 Bedroom,5,"1,280.00",3,1,250,
Super built-up  Area,Ready To Move,Krishna Reddy Layout,3 BHK,3,"1,250.00",3,1,55,
Plot  Area,18-Mar,Kuvempu Layout,3 Bedroom,3,"2,200.00",4,2,160,
Built-up  Area,Ready To Move,Billekahalli,3 Bedroom,3,"2,400.00",3,1,150,
Super built-up  Area,Ready To Move,Chandapura,2 BHK,2,876.00,2,2,29.5,
Super built-up  Area,Ready To Move,Nagarbhavi,3 BHK,3,"1,850.00",2,2,89,
Super built-up  Area,18-Apr,Kadugodi,2 BHK,2,"1,314.00",2,3,83,
Super built-up  Area,20-Aug,Rachenahalli,1 BHK,1,690.00,1,1,39.8,
Built-up  Area,Ready To Move,Electronic City Phase II,4 Bedroom,4,"3,550.00",2,0,167.5,
Built-up  Area,Ready To Move,Srirampura,2 BHK,2,"1,230.00",2,3,55,
Super built-up  Area,18-May,Bommasandra,2 BHK,2,920.00,2,1,37.2,
Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,3,"1,850.00",3,3,140,
Super built-up  Area,Ready To Move,Electronic City,2 BHK,2,"1,073.00",2,2,60,
Super built-up  Area,Ready To Move,Maithri Layout,3 BHK,3,"1,540.00",3,3,76,
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,3,"1,550.00",3,3,63.5,
Super built-up  Area,Ready To Move,Kalyan nagar,2 BHK,2,"1,198.00",2,1,65,
Super built-up  Area,Ready To Move,HBR Layout,3 BHK,3,"1,656.00",3,2,90,
Super built-up  Area,Ready To Move,Kaveri Nagar,3 BHK,3,"1,900.00",3,3,155,
Built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,3,"1,910.00",3,2,142,
Super built-up  Area,Ready To Move,Mysore Road,2 BHK,2,"1,003.00",2,1,43,
Built-up  Area,Ready To Move,Chickpet,2 BHK,2,"1,098.00",2,0,48,
Super built-up  Area,Ready To Move,Whitefield,3 BHK,3,"1,495.00",2,0,67,
Super built-up  Area,19-Dec,Thanisandra,3 BHK,3,"2,172.00",3,2,76.02,
Plot  Area,Ready To Move,Sarakki Nagar,4 Bedroom,4,"2,400.00",4,2,358,
Plot  Area,Ready To Move,T G extension,2 Bedroom,2,"1,200.00",1,2,95,
Super built-up  Area,Ready To Move,Whitefield,3 BHK,3,"1,548.00",3,1,65,
Plot  Area,18-Mar,2nd Block Koramangala,7 Bedroom,7,"5,400.00",5,0,972,
Super built-up  Area,18-Dec,Whitefield,4 BHK,4,"2,856.00",5,0,154.5,
Super built-up  Area,18-Jul,Hosur Road,3 BHK,3,"1,689.00",3,1,103,
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,2,"1,031.00",2,1,53,
Super built-up  Area,18-Jul,Bhoganhalli,4 BHK,4,"2,119.00",4,2,111,
